id_student,code_module,code_presentation,precision,recall
446650,BBB,2014B,0.2,0.10526315789473684
446730,DDD,2014J,0.2,0.05263157894736842
446755,BBB,2014B,0.05,0.05
446761,DDD,2014J,0.15,0.04918032786885246
446778,CCC,2014J,0.05,0.0625
446814,DDD,2013B,0.15,0.13043478260869565
446856,BBB,2013B,0.0,0.0
447059,DDD,2013J,0.3,0.1276595744680851
447086,BBB,2013J,0.1,0.18181818181818182
447124,BBB,2014J,0.45,0.20930232558139536
447127,FFF,2013B,0.05,0.5
447162,DDD,2014B,0.1,0.04
447184,BBB,2014B,0.2,0.16
447235,EEE,2014B,0.15,0.14285714285714285
447242,DDD,2013B,0.2,0.056338028169014086
447265,BBB,2014B,0.1,0.125
447324,BBB,2014J,0.0,0.0
447475,GGG,2014B,0.35,0.2413793103448276
447481,AAA,2014J,0.45,0.2647058823529412
447510,DDD,2014J,0.05,0.05555555555555555
447516,BBB,2013J,0.25,0.15625
447644,CCC,2014J,0.1,0.08695652173913043
447644,DDD,2014J,0.1,0.05555555555555555
447695,CCC,2014J,0.2,0.5
447759,BBB,2013B,0.2,0.2
447782,BBB,2013B,0.05,0.06666666666666667
447790,BBB,2013B,0.05,0.25
464236,DDD,2013B,0.0,0.0
464525,BBB,2013J,0.2,0.0975609756097561
464616,FFF,2013J,0.35,0.1891891891891892
464685,DDD,2014B,0.25,0.06493506493506493
464724,EEE,2014B,0.05,0.038461538461538464
464732,CCC,2014J,0.55,0.3235294117647059
464748,DDD,2014B,0.0,0.0
464748,DDD,2014J,0.2,0.23529411764705882
464780,EEE,2014J,0.35,0.25
464785,FFF,2013B,0.75,0.16129032258064516
464924,DDD,2013J,0.45,0.12162162162162163
464957,EEE,2014J,0.3,0.375
464968,DDD,2014J,0.15,0.07894736842105263
464981,CCC,2014J,0.2,0.08888888888888889
464981,FFF,2013J,0.2,0.03636363636363636
465121,FFF,2014J,0.35,0.1590909090909091
465175,FFF,2013B,0.4,0.42105263157894735
465175,FFF,2014B,0.1,0.04
465260,DDD,2013B,0.3,0.09836065573770492
465294,FFF,2014J,0.6,0.125
465312,FFF,2013B,0.1,0.023255813953488372
465331,CCC,2014J,0.35,0.3333333333333333
465369,BBB,2014B,0.25,0.38461538461538464
465392,EEE,2013J,0.05,0.05
465406,CCC,2014B,0.05,0.05263157894736842
465406,EEE,2014J,0.35,0.17073170731707318
465413,DDD,2014B,0.25,0.07575757575757576
465421,FFF,2014B,0.5,0.1724137931034483
465430,FFF,2013B,0.65,0.19117647058823528
465441,DDD,2013J,0.05,0.037037037037037035
465564,DDD,2014J,0.15,0.05
465564,EEE,2013J,0.2,0.13793103448275862
465567,GGG,2014J,0.2,0.3076923076923077
465599,BBB,2013B,0.15,0.2727272727272727
465619,CCC,2014J,0.25,1.0
465619,EEE,2013J,0.1,0.1111111111111111
465629,DDD,2013J,0.0,0.0
465629,DDD,2014J,0.05,0.023255813953488372
465719,CCC,2014B,0.05,0.16666666666666666
465727,DDD,2013B,0.25,0.0641025641025641
465730,BBB,2013B,0.1,0.2857142857142857
465730,BBB,2013J,0.0,0.0
465732,CCC,2014J,0.1,0.2857142857142857
465764,DDD,2013B,0.2,0.0392156862745098
465777,EEE,2013J,0.3,0.42857142857142855
465789,CCC,2014J,0.05,0.029411764705882353
465843,CCC,2014B,0.05,0.02857142857142857
465843,DDD,2013B,0.1,0.03225806451612903
465893,FFF,2013J,0.25,0.058823529411764705
465900,CCC,2014J,0.0,0.0
465900,FFF,2013J,0.25,0.09615384615384616
465952,GGG,2014J,0.05,0.06666666666666667
466120,FFF,2014J,0.35,0.30434782608695654
466202,BBB,2013J,0.1,0.1111111111111111
466203,FFF,2013B,0.5,0.08
466216,DDD,2013B,0.4,0.0898876404494382
466230,DDD,2014J,0.35,0.12727272727272726
466289,CCC,2014B,0.35,0.15217391304347827
466289,DDD,2014J,0.05,0.019230769230769232
466329,FFF,2013B,0.1,0.6666666666666666
466347,FFF,2014B,0.35,0.23333333333333334
466360,CCC,2014J,0.15,0.09375
466372,CCC,2014J,0.1,0.4
466377,BBB,2014B,0.05,1.0
466425,FFF,2013J,0.4,0.13114754098360656
466477,BBB,2013J,0.15,0.17647058823529413
466508,EEE,2014J,0.3,0.3
466539,DDD,2013J,0.35,0.08045977011494253
466576,FFF,2014B,0.4,0.22857142857142856
466714,CCC,2014B,0.05,0.14285714285714285
466714,DDD,2014B,0.05,0.3333333333333333
466800,BBB,2013B,0.05,0.2
466807,FFF,2013J,0.0,0.0
466807,FFF,2014J,0.2,0.11764705882352941
466810,BBB,2013B,0.15,0.07692307692307693
466828,FFF,2013B,0.4,0.13559322033898305
466854,BBB,2013J,0.05,1.0
466856,BBB,2014B,0.1,0.15384615384615385
466880,DDD,2013J,0.1,0.18181818181818182
466892,EEE,2014J,0.1,0.11764705882352941
466900,GGG,2013J,0.25,0.2631578947368421
466959,BBB,2013B,0.05,1.0
466961,EEE,2013J,0.25,0.2
466973,BBB,2013B,0.05,1.0
466987,FFF,2014J,0.65,0.1625
466990,DDD,2013B,0.05,0.020833333333333332
467035,BBB,2013B,0.1,0.05263157894736842
467100,BBB,2014B,0.1,0.08695652173913043
467144,EEE,2014B,0.05,0.05
467230,CCC,2014B,0.1,0.09090909090909091
467230,DDD,2014B,0.05,0.058823529411764705
467243,FFF,2013J,0.5,0.23255813953488372
467292,BBB,2013B,0.2,0.4
467294,DDD,2013B,0.1,0.08695652173913043
467302,EEE,2013J,0.45,0.2727272727272727
467303,BBB,2014B,0.05,0.16666666666666666
467363,FFF,2014J,0.2,0.13333333333333333
467396,BBB,2014J,0.3,0.17647058823529413
467413,DDD,2013B,0.2,0.06349206349206349
467416,FFF,2013B,0.5,0.10752688172043011
467504,FFF,2013J,0.7,0.18181818181818182
467506,FFF,2013B,0.35,0.08974358974358974
467524,FFF,2013J,0.05,0.0136986301369863
467580,BBB,2014B,0.2,0.12903225806451613
467582,FFF,2014B,0.1,0.02040816326530612
467685,FFF,2013J,0.0,0.0
467700,FFF,2013B,0.45,0.2647058823529412
467725,FFF,2013B,0.2,0.03389830508474576
467822,DDD,2013B,0.1,0.045454545454545456
467854,FFF,2013B,0.55,0.14285714285714285
467893,DDD,2014J,0.25,0.08064516129032258
467901,FFF,2013J,0.0,0.0
468349,BBB,2014B,0.0,0.0
468386,DDD,2014J,0.0,0.0
468529,BBB,2014B,0.05,0.2
468694,AAA,2014J,0.2,0.3333333333333333
468720,DDD,2014J,0.2,0.06779661016949153
468753,CCC,2014B,0.05,0.14285714285714285
468808,DDD,2013B,0.1,0.04878048780487805
468845,DDD,2014J,0.3,0.11764705882352941
468902,EEE,2013J,0.05,0.047619047619047616
468908,FFF,2013B,0.05,0.3333333333333333
468927,DDD,2013J,0.15,0.05084745762711865
468947,FFF,2013J,0.1,0.16666666666666666
468949,BBB,2013B,0.0,0.0
469016,DDD,2013B,0.2,0.10526315789473684
469113,EEE,2013J,0.1,0.1111111111111111
469154,FFF,2013B,0.35,0.11864406779661017
469177,BBB,2014B,0.05,0.1111111111111111
469281,EEE,2013J,0.1,0.08
469424,EEE,2014J,0.3,0.2608695652173913
469425,DDD,2014B,0.0,0.0
469465,DDD,2013J,0.55,0.18333333333333332
469499,FFF,2014J,0.5,0.15384615384615385
469553,DDD,2013J,0.05,0.041666666666666664
469579,BBB,2014J,0.1,0.3333333333333333
469614,DDD,2014B,0.1,0.06896551724137931
469624,DDD,2014J,0.3,0.1
469633,DDD,2014J,0.15,0.13043478260869565
469683,BBB,2013B,0.05,0.06666666666666667
469743,FFF,2013B,0.1,0.015267175572519083
469761,CCC,2014B,0.25,0.10638297872340426
469761,EEE,2014B,0.15,0.1
469861,EEE,2014B,0.15,0.23076923076923078
469878,BBB,2013J,0.2,0.15384615384615385
469887,CCC,2014J,0.15,0.3
469959,EEE,2013J,0.15,0.2727272727272727
469977,FFF,2014B,0.1,0.07407407407407407
470001,FFF,2013J,0.35,0.0660377358490566
470002,CCC,2014B,0.15,0.6
470113,BBB,2014B,0.25,0.17857142857142858
470159,CCC,2014J,0.15,0.23076923076923078
470187,GGG,2014J,0.05,0.1
470318,BBB,2013B,0.6,0.24
470331,BBB,2014B,0.3,0.1875
470340,GGG,2013J,0.2,0.18181818181818182
470385,CCC,2014J,0.35,0.11475409836065574
470403,DDD,2013J,0.15,0.08333333333333333
470461,EEE,2014J,0.05,0.07142857142857142
470461,FFF,2013J,0.35,0.19444444444444445
470464,BBB,2014J,0.4,0.2857142857142857
470534,EEE,2013J,0.0,0.0
470588,AAA,2014J,0.0,0.0
470619,FFF,2014B,0.5,0.16393442622950818
470637,DDD,2013B,0.05,0.1111111111111111
470653,BBB,2013B,0.1,0.13333333333333333
470693,BBB,2014B,0.0,0.0
470733,DDD,2014B,0.05,0.058823529411764705
470786,FFF,2013B,0.2,0.17391304347826086
470869,BBB,2013J,0.1,0.09523809523809523
470870,FFF,2013J,0.1,0.15384615384615385
470900,GGG,2014J,0.3,0.1875
470914,DDD,2014J,0.05,0.045454545454545456
470921,DDD,2013B,0.15,0.04918032786885246
470982,AAA,2014J,0.25,0.2777777777777778
471027,CCC,2014J,0.4,0.12307692307692308
471196,BBB,2013J,0.1,0.125
471284,FFF,2014J,0.4,0.16666666666666666
471373,DDD,2013J,0.15,0.041666666666666664
471434,BBB,2013J,0.05,1.0
471525,BBB,2013B,0.0,0.0
471580,CCC,2014J,0.25,0.18518518518518517
471580,EEE,2013J,0.1,0.06896551724137931
471654,DDD,2013B,0.2,0.06451612903225806
471657,CCC,2014B,0.0,0.0
471711,BBB,2013J,0.25,0.2
471810,CCC,2014J,0.1,0.4
471925,BBB,2014B,0.2,0.12903225806451613
471973,FFF,2013J,0.35,0.08641975308641975
471977,FFF,2013B,0.7,0.2641509433962264
471979,CCC,2014B,0.15,0.06382978723404255
472000,DDD,2013J,0.3,0.14285714285714285
472060,DDD,2013B,0.15,0.13043478260869565
472060,DDD,2013J,0.05,0.07692307692307693
472073,DDD,2014J,0.2,0.08
472087,CCC,2014B,0.25,0.16129032258064516
472087,EEE,2013J,0.1,0.10526315789473684
472120,FFF,2014B,0.2,0.125
472180,DDD,2013B,0.05,0.07142857142857142
472257,DDD,2014B,0.25,0.15151515151515152
472262,BBB,2013J,0.3,0.23076923076923078
472284,DDD,2014B,0.25,0.07352941176470588
472290,EEE,2013J,0.1,0.07142857142857142
472309,CCC,2014B,0.1,0.1111111111111111
472309,CCC,2014J,0.0,0.0
472327,BBB,2013J,0.1,0.18181818181818182
472336,EEE,2013J,0.45,0.28125
472348,BBB,2013B,0.05,0.3333333333333333
472511,GGG,2014B,0.25,0.14705882352941177
472584,DDD,2013B,0.2,0.07142857142857142
472586,BBB,2013B,0.1,0.5
472602,FFF,2013B,0.3,0.15789473684210525
472616,DDD,2014J,0.15,0.1
472651,CCC,2014J,0.1,0.0625
472651,DDD,2014B,0.0,0.0
472736,CCC,2014J,0.3,0.1111111111111111
472762,CCC,2014J,0.25,0.12195121951219512
472762,EEE,2014J,0.05,0.03225806451612903
472810,FFF,2014B,0.0,0.0
472857,EEE,2013J,0.3,0.35294117647058826
472911,GGG,2013J,0.2,0.18181818181818182
472949,DDD,2014J,0.0,0.0
473008,DDD,2013B,0.05,0.025
473082,CCC,2014J,0.35,0.23333333333333334
473095,BBB,2013B,0.0,0.0
473095,BBB,2014B,0.0,0.0
473095,BBB,2014J,0.1,0.09090909090909091
473102,FFF,2013B,0.05,0.14285714285714285
473104,DDD,2013J,0.4,0.07207207207207207
473129,DDD,2014J,0.1,0.07407407407407407
473162,FFF,2013B,0.25,0.047619047619047616
473265,DDD,2014B,0.0,0.0
473271,BBB,2014J,0.05,0.05555555555555555
473271,GGG,2013J,0.05,0.038461538461538464
473328,BBB,2013B,0.1,0.11764705882352941
473340,DDD,2013J,0.1,0.1
473378,DDD,2013J,0.15,0.09090909090909091
473491,CCC,2014J,0.15,0.03896103896103896
473491,FFF,2013J,0.55,0.15492957746478872
473640,DDD,2013B,0.1,0.10526315789473684
473640,DDD,2013J,0.1,0.18181818181818182
473739,EEE,2013J,0.35,0.21875
473789,FFF,2013B,0.65,0.11926605504587157
473924,GGG,2013J,0.4,0.2222222222222222
473943,EEE,2013J,0.35,0.5
473965,CCC,2014B,0.1,0.058823529411764705
473965,DDD,2013B,0.05,0.034482758620689655
474067,GGG,2013J,0.4,0.2
474071,BBB,2013J,0.15,0.11538461538461539
474126,FFF,2013J,0.5,0.12987012987012986
474133,DDD,2013B,0.35,0.12280701754385964
474153,DDD,2013B,0.05,1.0
474153,DDD,2014B,0.0,0.0
474246,DDD,2013J,0.0,0.0
474283,CCC,2014B,0.05,0.14285714285714285
474290,EEE,2014J,0.25,0.3125
474387,BBB,2014J,0.2,0.13793103448275862
474408,BBB,2014J,0.8,0.25396825396825395
474451,DDD,2014B,0.05,0.07692307692307693
474464,DDD,2013B,0.05,0.02564102564102564
474495,CCC,2014J,0.2,0.1111111111111111
474495,DDD,2013J,0.0,0.0
474607,BBB,2014B,0.05,0.3333333333333333
474628,CCC,2014J,0.1,0.05555555555555555
474628,EEE,2014B,0.15,0.11538461538461539
474633,DDD,2013B,0.1,0.030303030303030304
474667,FFF,2014J,0.45,0.18
474674,EEE,2014B,0.1,1.0
474677,FFF,2013B,0.15,0.375
474677,FFF,2014B,0.1,0.2857142857142857
474740,DDD,2013B,0.0,0.0
474902,DDD,2013J,0.2,0.08163265306122448
474949,FFF,2013J,0.15,0.075
475015,FFF,2014J,0.15,0.09090909090909091
475065,CCC,2014J,0.2,0.10810810810810811
475095,BBB,2013B,0.1,0.07407407407407407
475149,CCC,2014J,0.1,0.041666666666666664
475163,CCC,2014J,0.05,0.5
475215,BBB,2013J,0.1,1.0
475253,FFF,2013J,0.25,0.09090909090909091
475363,BBB,2014J,0.0,0.0
475370,EEE,2013J,0.2,0.14285714285714285
475443,DDD,2013B,0.0,0.0
475460,BBB,2013B,0.1,0.6666666666666666
475497,EEE,2014B,0.15,1.0
475619,DDD,2013B,0.0,0.0
475681,FFF,2013B,0.2,0.2222222222222222
475688,BBB,2013B,0.65,0.29545454545454547
475734,CCC,2014J,0.15,0.125
475811,FFF,2014B,0.35,0.18421052631578946
475839,DDD,2014J,0.05,0.125
475863,DDD,2014J,0.25,0.09090909090909091
475883,DDD,2013B,0.3,0.10714285714285714
475893,EEE,2013J,0.25,0.38461538461538464
475897,DDD,2013B,0.2,0.09302325581395349
475908,DDD,2014J,0.15,0.061224489795918366
475945,CCC,2014B,0.2,0.10810810810810811
475981,BBB,2014B,0.15,0.3333333333333333
476037,BBB,2013B,0.15,0.21428571428571427
476037,BBB,2014B,0.0,0.0
476041,DDD,2013B,0.2,0.0784313725490196
476108,CCC,2014B,0.15,0.12
476144,DDD,2013J,0.3,0.08823529411764706
476170,DDD,2013J,0.1,0.6666666666666666
476194,FFF,2013B,0.25,0.06666666666666667
476201,BBB,2013B,0.15,0.13636363636363635
476278,BBB,2013J,0.15,0.125
476297,BBB,2013B,0.0,0.0
476369,BBB,2013B,0.2,0.2
476401,FFF,2014J,0.55,0.16666666666666666
476438,EEE,2014J,0.25,0.22727272727272727
476497,EEE,2014J,0.05,0.25
476520,FFF,2013J,0.75,0.26785714285714285
476596,BBB,2013B,0.3,0.3
476603,AAA,2014J,0.6,0.3333333333333333
476629,FFF,2014J,0.6,0.2926829268292683
476637,DDD,2013B,0.15,0.0625
476709,BBB,2013B,0.15,0.16666666666666666
476710,BBB,2013B,0.15,0.04225352112676056
476769,BBB,2014J,0.3,0.1935483870967742
476783,BBB,2013B,0.2,0.08695652173913043
476822,DDD,2013J,0.05,0.018518518518518517
476845,FFF,2013B,0.55,0.1864406779661017
476910,DDD,2013B,0.3,0.12
476921,GGG,2013J,0.15,0.5
476937,CCC,2014B,0.05,0.045454545454545456
476964,DDD,2013B,0.15,0.041666666666666664
477009,BBB,2013B,0.05,0.2
477011,BBB,2013B,0.3,0.23076923076923078
477067,CCC,2014B,0.1,0.05405405405405406
477099,CCC,2014J,0.35,0.12727272727272726
477120,DDD,2013J,0.3,0.10714285714285714
477128,DDD,2013J,0.05,0.019230769230769232
477161,DDD,2013J,0.05,0.024390243902439025
477164,BBB,2013B,0.15,0.42857142857142855
477167,BBB,2013B,0.1,0.1111111111111111
477185,CCC,2014J,0.0,0.0
477185,FFF,2013B,0.35,0.11864406779661017
477348,DDD,2013J,0.4,0.12698412698412698
477354,DDD,2014J,0.65,0.14772727272727273
477451,DDD,2013B,0.15,0.08108108108108109
477468,GGG,2013J,0.0,0.0
477517,DDD,2013B,0.1,0.03773584905660377
477556,DDD,2014J,0.2,0.18181818181818182
477588,FFF,2014B,0.05,0.03333333333333333
477650,GGG,2013J,0.4,0.4
477734,BBB,2013B,0.15,0.17647058823529413
477779,BBB,2014B,0.05,0.023255813953488372
477812,FFF,2013B,0.35,0.0875
477812,FFF,2014B,0.05,0.02040816326530612
477825,BBB,2013J,0.1,0.2222222222222222
477833,FFF,2014B,0.05,0.2
477833,FFF,2014J,0.3,0.08571428571428572
477835,BBB,2013B,0.0,0.0
478069,BBB,2013J,0.1,0.16666666666666666
478073,FFF,2014B,0.6,0.2608695652173913
478212,CCC,2014B,0.05,0.07692307692307693
478212,EEE,2013J,0.05,0.041666666666666664
478213,DDD,2013B,0.25,0.1388888888888889
478242,BBB,2014B,0.2,0.2222222222222222
478244,DDD,2013J,0.3,0.11538461538461539
478279,FFF,2013B,0.6,0.25
478289,DDD,2013J,0.1,0.1111111111111111
478317,BBB,2013B,0.1,0.11764705882352941
478317,BBB,2014B,0.05,0.07692307692307693
478332,FFF,2013J,0.65,0.16883116883116883
478337,FFF,2013B,0.4,0.1038961038961039
478346,CCC,2014J,0.15,0.0967741935483871
478346,DDD,2013B,0.05,0.017543859649122806
478412,BBB,2014J,0.4,0.2
478432,FFF,2013B,0.65,0.17105263157894737
478435,EEE,2013J,0.3,0.8571428571428571
478444,BBB,2013B,0.05,0.1111111111111111
478513,CCC,2014J,0.6,0.17142857142857143
478517,DDD,2014J,0.1,0.2
478550,CCC,2014B,0.25,0.20833333333333334
478550,EEE,2014B,0.05,0.09090909090909091
478556,GGG,2013J,0.15,0.13636363636363635
478562,EEE,2013J,0.15,0.09375
478583,FFF,2013J,0.05,0.5
478660,FFF,2013B,0.25,0.0641025641025641
478784,GGG,2013J,0.1,0.07692307692307693
478791,EEE,2014B,0.35,0.3888888888888889
478792,BBB,2013B,0.05,0.125
478873,BBB,2013B,0.05,1.0
478886,GGG,2014J,0.35,0.23333333333333334
478967,BBB,2013J,0.1,0.15384615384615385
478977,CCC,2014B,0.0,0.0
479020,BBB,2013J,0.15,0.15789473684210525
479057,FFF,2013B,0.15,0.06521739130434782
479060,BBB,2013B,0.2,0.25
479061,FFF,2014B,0.15,0.07894736842105263
479141,DDD,2013J,0.3,0.0821917808219178
479170,BBB,2013J,0.2,0.17391304347826086
479171,BBB,2013B,0.1,0.10526315789473684
479305,BBB,2013J,0.35,0.2
479343,BBB,2013B,0.0,0.0
479356,FFF,2013B,0.75,0.28846153846153844
479442,GGG,2013J,0.2,0.12121212121212122
479457,DDD,2013J,0.4,0.07766990291262135
479516,BBB,2013B,0.1,0.3333333333333333
479519,BBB,2013B,0.0,0.0
479522,CCC,2014J,0.35,0.15217391304347827
479553,DDD,2014J,0.1,0.03636363636363636
479649,DDD,2014B,0.0,0.0
479738,BBB,2014B,0.1,0.125
479753,CCC,2014B,0.05,0.1111111111111111
479753,EEE,2013J,0.15,0.1111111111111111
479764,FFF,2013B,0.15,0.03529411764705882
479828,FFF,2013J,0.05,0.041666666666666664
479845,FFF,2013J,0.55,0.1527777777777778
479848,DDD,2013J,0.25,0.0641025641025641
479853,BBB,2013J,0.3,0.13636363636363635
479860,FFF,2013B,0.3,0.05357142857142857
479922,FFF,2013B,0.15,0.02631578947368421
479939,FFF,2014J,0.45,0.09278350515463918
479977,DDD,2013J,0.2,0.0625
479987,CCC,2014J,0.0,0.0
479987,EEE,2014J,0.0,0.0
480014,FFF,2013B,0.2,0.0547945205479452
480025,FFF,2013J,0.05,0.14285714285714285
480086,GGG,2014B,0.1,0.2222222222222222
480115,CCC,2014J,0.45,0.23076923076923078
480115,EEE,2013J,0.0,0.0
480181,FFF,2013B,0.05,0.25
480199,FFF,2013B,0.6,0.18181818181818182
480207,DDD,2013B,0.2,0.05333333333333334
480225,DDD,2013B,0.2,0.0784313725490196
480372,BBB,2014B,0.1,0.5
480382,BBB,2013B,0.0,0.0
480458,BBB,2013B,0.1,0.2222222222222222
480507,BBB,2013B,0.1,0.18181818181818182
480554,BBB,2013B,0.2,0.36363636363636365
480579,EEE,2014J,0.3,0.2222222222222222
480590,GGG,2014B,0.2,0.2222222222222222
480604,CCC,2014B,0.05,0.07692307692307693
480650,BBB,2013B,0.2,0.19047619047619047
480667,BBB,2013J,0.15,0.6
480716,DDD,2013J,0.15,0.05454545454545454
480815,BBB,2013B,0.15,0.13636363636363635
480888,BBB,2013J,0.1,0.08333333333333333
480929,CCC,2014B,0.1,0.06060606060606061
480929,DDD,2013B,0.1,0.02564102564102564
480937,FFF,2013B,0.6,0.1518987341772152
480938,DDD,2013J,0.35,0.11864406779661017
480943,CCC,2014B,0.15,0.11538461538461539
480956,DDD,2014B,0.1,0.05
480959,GGG,2013J,0.05,0.0625
480960,FFF,2013B,0.25,0.05102040816326531
480981,FFF,2013B,0.15,0.75
480984,FFF,2013B,0.0,0.0
481010,BBB,2013B,0.2,0.2
481022,AAA,2014J,0.0,0.0
481143,BBB,2013B,0.2,0.13793103448275862
481150,BBB,2014B,0.2,0.3333333333333333
481169,CCC,2014J,0.3,0.2727272727272727
481210,FFF,2014B,0.0,0.0
481240,FFF,2014J,0.35,0.19444444444444445
481314,CCC,2014J,0.0,0.0
481314,FFF,2013J,0.2,0.035398230088495575
481350,CCC,2014J,0.25,0.10638297872340426
481350,DDD,2013B,0.1,0.02631578947368421
481404,GGG,2013J,0.2,0.18181818181818182
481453,FFF,2013B,0.3,0.11764705882352941
481538,DDD,2013J,0.2,0.08695652173913043
481549,DDD,2013B,0.2,0.125
481580,BBB,2013B,0.2,0.2
481593,BBB,2014J,0.1,0.04081632653061224
481607,BBB,2013B,0.3,0.35294117647058826
481618,EEE,2014B,0.0,0.0
481667,DDD,2013J,0.45,0.16666666666666666
481717,FFF,2014J,0.35,0.08045977011494253
481762,GGG,2014B,0.55,0.28205128205128205
481772,GGG,2013J,0.15,0.75
481787,EEE,2014J,0.2,0.2
481790,BBB,2014J,0.15,0.15789473684210525
481863,DDD,2014B,0.3,0.0967741935483871
481884,EEE,2014J,0.15,0.2727272727272727
482012,EEE,2013J,0.2,0.21052631578947367
482030,EEE,2014J,0.4,0.36363636363636365
482071,FFF,2013B,0.6,0.17391304347826086
482083,DDD,2013J,0.35,0.09210526315789473
482145,CCC,2014J,0.2,0.16
482173,DDD,2013J,0.1,0.16666666666666666
482173,DDD,2014J,0.1,0.038461538461538464
482187,FFF,2013B,0.4,0.10256410256410256
482264,FFF,2013B,0.15,0.3333333333333333
482280,CCC,2014B,0.5,0.20408163265306123
482356,BBB,2013J,0.05,0.125
482406,EEE,2013J,0.3,0.2857142857142857
482467,BBB,2013B,0.1,0.4
482513,FFF,2013B,0.1,0.029850746268656716
482644,FFF,2014J,0.45,0.16071428571428573
482677,GGG,2014B,0.25,0.16129032258064516
482680,BBB,2013J,0.1,0.10526315789473684
482710,BBB,2013B,0.25,0.35714285714285715
482726,EEE,2013J,0.1,0.07407407407407407
482745,CCC,2014B,0.3,0.21428571428571427
482766,BBB,2013B,0.25,0.3333333333333333
482810,BBB,2013J,0.0,0.0
482843,FFF,2014B,0.3,0.061224489795918366
482856,DDD,2013B,0.4,0.07547169811320754
482868,DDD,2013J,0.15,0.06382978723404255
482945,BBB,2013B,0.15,0.42857142857142855
483031,BBB,2014B,0.15,0.16666666666666666
483037,FFF,2014J,0.5,0.10309278350515463
483064,BBB,2013B,0.15,0.16666666666666666
483074,BBB,2013B,0.1,0.2
483108,CCC,2014J,0.15,0.2
483108,EEE,2013J,0.0,0.0
483109,BBB,2013B,0.15,0.15789473684210525
483131,EEE,2014J,0.3,0.24
483136,DDD,2014J,0.2,0.10256410256410256
483149,DDD,2014J,0.3,0.06976744186046512
483200,DDD,2014J,0.2,0.0851063829787234
483243,BBB,2013B,0.05,0.05555555555555555
483275,CCC,2014B,0.0,0.0
483275,DDD,2013B,0.05,0.05555555555555555
483315,BBB,2014J,0.2,0.15384615384615385
483362,DDD,2013J,0.35,0.08536585365853659
483371,BBB,2013B,0.05,0.14285714285714285
483389,FFF,2014B,0.3,0.0821917808219178
483411,BBB,2013B,0.1,0.6666666666666666
483468,BBB,2014B,0.15,0.15789473684210525
483485,BBB,2014B,0.05,0.041666666666666664
483508,BBB,2014J,0.45,0.2571428571428571
483543,CCC,2014J,0.05,0.04
483582,GGG,2014B,0.0,0.0
483620,FFF,2013B,0.25,0.06493506493506493
483626,FFF,2013J,0.3,0.15
483646,BBB,2013J,0.25,0.35714285714285715
483706,EEE,2013J,0.2,0.14814814814814814
483724,FFF,2013J,0.05,1.0
483744,BBB,2013J,0.2,0.4
483800,AAA,2014J,0.4,0.32
483818,DDD,2013B,0.25,0.07462686567164178
483858,CCC,2014J,0.15,0.12
483858,EEE,2014J,0.2,0.13793103448275862
483869,DDD,2013B,0.15,0.375
483872,FFF,2013B,0.45,0.14754098360655737
483876,BBB,2013J,0.15,0.13636363636363635
483934,DDD,2013J,0.05,0.043478260869565216
483952,BBB,2013B,0.25,0.2631578947368421
483959,GGG,2013J,0.35,0.4666666666666667
483975,FFF,2014B,0.2,0.15384615384615385
483997,FFF,2013B,0.55,0.14473684210526316
484010,FFF,2014J,0.85,0.24285714285714285
484039,BBB,2013B,0.0,0.0
484075,FFF,2014B,0.6,0.19672131147540983
484125,FFF,2013J,0.05,0.3333333333333333
484130,DDD,2014J,0.05,0.2
484135,BBB,2013J,0.2,0.16
484165,FFF,2013B,0.1,0.6666666666666666
484174,CCC,2014B,0.0,0.0
484213,DDD,2014B,0.45,0.16363636363636364
484223,CCC,2014J,0.0,0.0
484223,FFF,2014B,0.4,0.12903225806451613
484242,FFF,2013B,0.0,0.0
484242,FFF,2013J,0.0,0.0
484252,BBB,2014J,0.0,0.0
484266,DDD,2013B,0.05,0.5
484301,BBB,2013J,0.35,0.2413793103448276
484355,DDD,2013J,0.0,0.0
484412,BBB,2013J,0.15,0.10344827586206896
484423,DDD,2013J,0.2,0.07017543859649122
484435,CCC,2014J,0.15,0.13043478260869565
484436,DDD,2013J,0.1,0.05
484458,FFF,2013B,0.55,0.12359550561797752
484464,CCC,2014B,0.3,0.15789473684210525
484475,FFF,2013J,0.15,0.75
484490,BBB,2014J,0.35,0.20588235294117646
484556,FFF,2013B,0.55,0.15714285714285714
484574,FFF,2013J,0.15,0.12
484594,FFF,2014J,0.55,0.125
484675,FFF,2014B,0.1,0.15384615384615385
484762,DDD,2014B,0.2,0.05405405405405406
484768,BBB,2013B,0.0,0.0
484780,FFF,2013B,0.3,0.11538461538461539
484790,FFF,2013B,0.3,0.10526315789473684
484816,DDD,2013B,0.1,0.1
484885,BBB,2013B,0.55,0.21153846153846154
484897,AAA,2014J,0.3,0.3
484933,BBB,2013B,0.15,0.15789473684210525
484947,FFF,2013B,0.7,0.112
484983,BBB,2014B,0.05,0.14285714285714285
485006,BBB,2013J,0.35,0.21212121212121213
485180,BBB,2014B,0.1,0.10526315789473684
485195,DDD,2013J,0.2,0.07692307692307693
485219,DDD,2014B,0.05,0.5
485228,FFF,2014J,0.35,0.125
485262,BBB,2014B,0.2,0.2857142857142857
485282,DDD,2014J,0.0,0.0
485312,CCC,2014B,0.15,0.05555555555555555
485312,FFF,2014B,0.35,0.0958904109589041
