id_student,code_module,code_presentation,precision,recall
117197,EEE,2013J,0.3,0.25
117232,CCC,2014B,0.15,0.07894736842105263
117232,FFF,2013J,0.25,0.08620689655172414
117281,DDD,2014B,0.4,0.1509433962264151
117435,DDD,2013B,0.1,0.06060606060606061
117510,FFF,2014B,0.2,0.037383177570093455
117544,BBB,2014J,0.05,0.030303030303030304
117545,BBB,2014J,0.3,0.75
117699,BBB,2014B,0.2,0.18181818181818182
117818,AAA,2014J,0.3,0.16216216216216217
117939,DDD,2013B,0.1,0.13333333333333333
118050,FFF,2013J,0.3,0.2
118098,CCC,2014B,0.05,0.09090909090909091
118213,BBB,2014J,0.0,0.0
118474,GGG,2014B,0.2,0.18181818181818182
118479,DDD,2014B,0.15,0.061224489795918366
118532,FFF,2013B,0.5,0.14492753623188406
118578,DDD,2014J,0.1,0.125
118668,FFF,2013B,0.55,0.15714285714285714
118983,AAA,2013J,0.0,0.0
119310,FFF,2014J,0.5,0.14925373134328357
119353,FFF,2013B,0.3,0.08
119444,GGG,2014B,0.15,0.15
119471,BBB,2014B,0.4,0.21052631578947367
119865,FFF,2014J,0.5,0.16129032258064516
119898,BBB,2013J,0.2,0.2857142857142857
119902,AAA,2014J,0.65,0.40625
120236,CCC,2014J,0.45,0.36
120611,GGG,2014B,0.1,0.4
120994,BBB,2013B,0.0,0.0
120999,DDD,2013J,0.2,0.10256410256410256
121056,GGG,2013J,0.05,1.0
121163,EEE,2014J,0.2,0.5
121349,AAA,2014J,0.35,0.19444444444444445
122337,GGG,2014B,0.4,0.2962962962962963
122392,CCC,2014B,0.1,0.11764705882352941
122459,GGG,2013J,0.1,0.11764705882352941
122739,DDD,2013J,0.1,0.11764705882352941
122846,GGG,2013J,0.15,0.13043478260869565
122928,GGG,2013J,0.25,0.3125
123044,AAA,2013J,0.55,0.3055555555555556
123053,DDD,2014J,0.0,0.0
123087,BBB,2014J,0.2,0.18181818181818182
123183,DDD,2014J,0.3,0.06976744186046512
123462,BBB,2014B,0.25,0.1388888888888889
123598,CCC,2014B,0.0,0.0
123598,CCC,2014J,0.15,0.10714285714285714
123598,DDD,2013J,0.1,0.021505376344086023
123716,BBB,2013J,0.1,0.13333333333333333
123860,BBB,2013B,0.25,0.08620689655172414
123957,DDD,2013J,0.05,0.2
123957,DDD,2014J,0.0,0.0
124006,DDD,2013J,0.2,0.08695652173913043
124064,AAA,2014J,0.3,0.25
124134,DDD,2014B,0.1,0.06666666666666667
124193,CCC,2014B,0.1,0.125
124304,EEE,2014J,0.3,0.25
124728,DDD,2014J,0.0,0.0
124909,BBB,2013J,0.05,0.05263157894736842
124944,GGG,2014B,0.15,0.13043478260869565
125018,AAA,2014J,0.25,0.20833333333333334
125055,BBB,2014B,0.1,0.4
125063,FFF,2014J,0.65,0.14285714285714285
125407,GGG,2014J,0.05,0.2
125535,BBB,2014J,0.05,0.09090909090909091
125830,DDD,2014J,0.1,0.06666666666666667
125996,FFF,2013B,0.4,0.11428571428571428
