id_student,code_module,code_presentation,precision,recall,f1
82341,GGG,2013J,0.2,0.2857142857142857,0.23529411764705882
82535,BBB,2013B,0.0,0.0,0.0
82575,CCC,2014B,0.0,0.0,0.0
82741,BBB,2013B,0.3,0.24,0.2666666666666666
82817,FFF,2013B,0.3,0.1875,0.23076923076923075
83219,CCC,2014B,0.0,0.0,0.0
83219,EEE,2014B,0.2,0.5714285714285714,0.29629629629629634
83254,BBB,2013B,0.2,0.07547169811320754,0.10958904109589042
83603,FFF,2014B,0.15,0.13043478260869565,0.13953488372093023
84051,FFF,2013B,0.0,0.0,0.0
84245,BBB,2013B,0.05,0.1111111111111111,0.06896551724137932
84299,FFF,2014B,0.5,0.3333333333333333,0.4
84576,DDD,2014B,0.2,0.11764705882352941,0.14814814814814817
84604,FFF,2014J,0.5,0.2631578947368421,0.3448275862068966
84605,DDD,2014B,0.05,0.25,0.08333333333333334
84664,BBB,2013B,0.0,0.0,0.0
84812,BBB,2013J,0.1,0.25,0.14285714285714288
85092,AAA,2014J,0.2,0.2222222222222222,0.2105263157894737
85144,AAA,2014J,0.1,0.2222222222222222,0.13793103448275865
85302,AAA,2014J,0.35,0.4375,0.38888888888888884
86047,DDD,2013B,0.15,0.17647058823529413,0.16216216216216214
86291,BBB,2013J,0.1,0.4,0.16000000000000003
86669,FFF,2013J,0.15,0.1875,0.16666666666666663
87107,DDD,2013B,0.05,0.037037037037037035,0.0425531914893617
87152,FFF,2013B,0.05,0.037037037037037035,0.0425531914893617
87264,FFF,2014J,0.25,0.06756756756756757,0.10638297872340427
87322,FFF,2014J,0.5,0.2564102564102564,0.3389830508474576
87431,AAA,2014J,0.25,0.45454545454545453,0.3225806451612903
87732,BBB,2013B,0.1,0.2,0.13333333333333333
87929,GGG,2013J,0.05,0.1111111111111111,0.06896551724137932
88439,DDD,2014J,0.2,0.13793103448275862,0.16326530612244897
88490,DDD,2014B,0.15,0.075,0.1
88568,EEE,2013J,0.45,0.6923076923076923,0.5454545454545455
88781,FFF,2013J,0.05,0.16666666666666666,0.07692307692307691
88910,DDD,2014B,0.05,0.1,0.06666666666666667
89051,DDD,2013B,0.1,0.08695652173913043,0.09302325581395349
89092,BBB,2014B,0.0,0.0,0.0
89188,DDD,2013J,0.3,0.15,0.2
89545,EEE,2014J,0.15,0.3333333333333333,0.20689655172413793
89727,DDD,2013J,0.1,0.5,0.16666666666666669
89778,BBB,2014B,0.15,0.2727272727272727,0.19354838709677416
89850,BBB,2014J,0.25,0.3333333333333333,0.28571428571428575
89895,FFF,2013B,0.15,0.058823529411764705,0.08450704225352114
89904,DDD,2014B,0.0,0.0,0.0
90243,BBB,2013J,0.15,0.3333333333333333,0.20689655172413793
90361,BBB,2014B,0.05,0.25,0.08333333333333334
90537,DDD,2014B,0.15,0.125,0.13636363636363635
90901,FFF,2013J,0.15,0.09375,0.11538461538461538
91265,AAA,2013J,0.35,0.4117647058823529,0.37837837837837834
91322,BBB,2013B,0.3,0.4,0.34285714285714286
91470,DDD,2014J,0.05,0.02702702702702703,0.03508771929824561
92775,DDD,2013B,0.0,0.0,0.0
92832,BBB,2013B,0.0,0.0,0.0
92947,BBB,2013B,0.0,0.0,0.0
92993,BBB,2013B,0.0,0.0,0.0
94484,CCC,2014B,0.05,0.058823529411764705,0.05405405405405405
94616,BBB,2013B,0.05,0.25,0.08333333333333334
94961,AAA,2014J,0.05,0.1,0.06666666666666667
95356,DDD,2013B,0.0,0.0,0.0
95746,FFF,2013J,0.45,0.25,0.32142857142857145
95906,CCC,2014B,0.35,0.30434782608695654,0.3255813953488372
96117,GGG,2013J,0.4,0.42105263157894735,0.41025641025641024
96423,GGG,2014B,0.15,0.21428571428571427,0.1764705882352941
96592,DDD,2013B,0.15,0.08108108108108109,0.10526315789473685
96729,FFF,2013B,0.1,0.06896551724137931,0.08163265306122448
97006,BBB,2014B,0.1,0.25,0.14285714285714288
97154,BBB,2013B,0.2,0.11764705882352941,0.14814814814814817
97567,BBB,2013J,0.2,0.25,0.22222222222222224
98094,AAA,2013J,0.5,1.0,0.6666666666666666
98268,BBB,2013J,0.2,0.6666666666666666,0.30769230769230765
98313,BBB,2013B,0.2,0.26666666666666666,0.2285714285714286
98720,BBB,2013J,0.05,0.2,0.08000000000000002
98842,BBB,2014J,0.2,0.26666666666666666,0.2285714285714286
99075,DDD,2014J,0.0,0.0,0.0
99670,FFF,2014B,0.05,0.06666666666666667,0.05714285714285715
99799,BBB,2014B,0.05,0.3333333333333333,0.08695652173913045
99993,FFF,2013B,0.1,0.08333333333333333,0.0909090909090909
100064,FFF,2013J,0.5,0.17857142857142858,0.2631578947368421
100561,DDD,2014J,0.1,0.09090909090909091,0.09523809523809525
100788,CCC,2014J,0.1,0.16666666666666666,0.125
100788,FFF,2013J,0.3,0.09523809523809523,0.14457831325301204
100893,AAA,2013J,0.1,0.2222222222222222,0.13793103448275865
101116,AAA,2014J,0.1,0.2857142857142857,0.14814814814814817
101217,FFF,2014J,0.05,0.25,0.08333333333333334
101420,FFF,2013J,0.25,0.07575757575757576,0.11627906976744187
101781,AAA,2013J,0.7,0.7,0.7
102028,FFF,2013J,0.55,0.1527777777777778,0.2391304347826087
102221,DDD,2014J,0.1,0.1111111111111111,0.10526315789473685
102343,FFF,2013J,0.15,0.16666666666666666,0.15789473684210525
